"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Generation of Electricity by Sector","28-Feb-2014","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","","GWh","Missing value","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","28-Feb-2014","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","","GWh","Missing value","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Jan-2014","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","6398.56","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Jan-2014","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","865.91","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Jan-2014","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","6.79","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Jan-2014","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","196.45","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Jan-2014","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","3487.89","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Jan-2014","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1227.66","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Jan-2014","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","","GWh","Missing value","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Jan-2014","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","452.45","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Jan-2014","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","31.03","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Jan-2014","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","110.1","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Jan-2014","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","20.28","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Jan-2014","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","","GWh","Missing value","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Jan-2014","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","","GWh","Missing value","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Dec-2013","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","6943.29","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Dec-2013","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","1917.84","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Dec-2013","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","","GWh","Missing value","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Dec-2013","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","66.25","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Dec-2013","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","2940.26","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Dec-2013","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1436.52","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Dec-2013","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","","GWh","Missing value","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Dec-2013","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","434.45","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Dec-2013","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","28.7","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Dec-2013","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","104.27","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Dec-2013","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","15","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Dec-2013","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","","GWh","Missing value","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Dec-2013","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","","GWh","Missing value","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Nov-2013","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","6820.41","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Nov-2013","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2508.73","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Nov-2013","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","6.14","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Nov-2013","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","29.33","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Nov-2013","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","2348.43","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Nov-2013","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1384.59","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Nov-2013","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","","GWh","Missing value","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Nov-2013","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","416.15","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Nov-2013","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","28.22","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Nov-2013","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","86.18","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Nov-2013","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","12.64","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Nov-2013","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","","GWh","Missing value","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Nov-2013","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","","GWh","Missing value","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Oct-2013","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","8424.78","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Oct-2013","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2986.07","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Oct-2013","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","13.78","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Oct-2013","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","250.42","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Oct-2013","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","3321.39","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Oct-2013","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1282.46","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Oct-2013","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","","GWh","Missing value","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Oct-2013","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","437.38","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Oct-2013","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","37.25","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Oct-2013","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","84.49","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Oct-2013","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","11.54","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Oct-2013","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","","GWh","Missing value","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Oct-2013","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","","GWh","Missing value","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Sep-2013","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","9378.86","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Sep-2013","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","4141.74","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Sep-2013","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","6.21","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Sep-2013","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","115.84","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Sep-2013","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","3128.01","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Sep-2013","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1407.83","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Sep-2013","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","","GWh","Missing value","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Sep-2013","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","431","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Sep-2013","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","38.81","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Sep-2013","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","85.66","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Sep-2013","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","23.76","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Sep-2013","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","","GWh","Missing value","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Sep-2013","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","","GWh","Missing value","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Aug-2013","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","9739.34","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Aug-2013","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","3969.05","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Aug-2013","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","13.25","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Aug-2013","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","139.07","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Aug-2013","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","3267.76","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Aug-2013","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1755.24","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Aug-2013","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","","GWh","Missing value","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Aug-2013","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","430.59","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Aug-2013","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","38.26","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Aug-2013","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","91.05","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Aug-2013","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","35.07","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Aug-2013","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","","GWh","Missing value","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Aug-2013","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","","GWh","Missing value","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Jul-2013","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","9894.35","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Jul-2013","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","3966.18","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Jul-2013","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","10.86","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Jul-2013","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","53.79","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Jul-2013","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","3258.54","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Jul-2013","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","2088.05","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Jul-2013","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","","GWh","Missing value","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Jul-2013","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","359.58","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Jul-2013","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","42.24","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Jul-2013","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","91.51","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Jul-2013","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","23.6","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Jul-2013","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","","GWh","Missing value","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Jul-2013","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","","GWh","Missing value","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Jun-2013","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","8451.42","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Jun-2013","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","3447.77","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Jun-2013","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","6.36","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Jun-2013","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","28.49","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Jun-2013","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","2558.03","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Jun-2013","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1842.64","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Jun-2013","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","","GWh","Missing value","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Jun-2013","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","431.67","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Jun-2013","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","38.07","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Jun-2013","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","83.88","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Jun-2013","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","14.51","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Jun-2013","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","","GWh","Missing value","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Jun-2013","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","","GWh","Missing value","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-May-2013","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","7404.03","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-May-2013","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2404.3","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-May-2013","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","","GWh","Missing value","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-May-2013","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","60.87","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-May-2013","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","2631.84","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-May-2013","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1810.12","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-May-2013","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","","GWh","Missing value","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-May-2013","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","351.6","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-May-2013","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","37.1","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-May-2013","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","94.16","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-May-2013","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","14.04","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-May-2013","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","","GWh","Missing value","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-May-2013","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","","GWh","Missing value","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Apr-2013","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","6265.2","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Apr-2013","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","1872.61","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Apr-2013","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","","GWh","Missing value","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Apr-2013","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","109.17","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Apr-2013","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","2433.01","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Apr-2013","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1504.42","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Apr-2013","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","","GWh","Missing value","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Apr-2013","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","222.25","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Apr-2013","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","29.04","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Apr-2013","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","94.28","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Apr-2013","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind",".42","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Apr-2013","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","","GWh","Missing value","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Apr-2013","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","","GWh","Missing value","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Mar-2013","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","6190.101963","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Mar-2013","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","1558.356763","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Mar-2013","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","0","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Mar-2013","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","37.533605","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Mar-2013","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","2607.391215","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Mar-2013","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1618.672581","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Mar-2013","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","","GWh","Missing value","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Mar-2013","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","222.205","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Mar-2013","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","29.271721","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Mar-2013","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","116.287078","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Mar-2013","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind",".384","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Mar-2013","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","","GWh","Missing value","","120","Electricity Generation by bagasse"
