"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Generation of Electricity by Sector","31-Jan-2022","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","626.077","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Jan-2022","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","1264.361","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Jan-2022","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","31.649","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Jan-2022","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","2.295","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Jan-2022","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","194.684","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Jan-2022","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","107.133","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Jan-2022","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","46.58","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Dec-2021","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","8815.054","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Dec-2021","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","1768.836","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Dec-2021","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2103.648","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Dec-2021","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","238.57","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Dec-2021","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","353.259","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Dec-2021","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1215.569","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Dec-2021","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1191.79","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Dec-2021","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","1549.06","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Dec-2021","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","36.47","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Dec-2021","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","7.87","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Dec-2021","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","210.078","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Dec-2021","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","94.725","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Dec-2021","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","45.179","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Nov-2021","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","8481.718","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Nov-2021","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2816.493","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Nov-2021","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","1379.121","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Nov-2021","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","24.99","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Nov-2021","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","145.401","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Nov-2021","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1093.163","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Nov-2021","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1208.697","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Nov-2021","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","1485.186","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Nov-2021","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","36.692","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Nov-2021","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","11.835","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Nov-2021","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","175.19","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Nov-2021","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","54.335","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Nov-2021","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","50.615","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Oct-2021","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","11296.22527","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Oct-2021","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2627.246562","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Oct-2021","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","1885.7801","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Oct-2021","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","57.096242","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Oct-2021","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","1228.658849","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Oct-2021","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1092.745966","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Oct-2021","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","2703.375079","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Oct-2021","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","1392.916","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Oct-2021","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","41.4139","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Oct-2021","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","11.870853","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Oct-2021","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","184.817298","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Oct-2021","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","7.139192","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Oct-2021","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","63.16523","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Sep-2021","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","14026.987","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Sep-2021","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","5085.479","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Sep-2021","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2382.517","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Sep-2021","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","23.42","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Sep-2021","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","997.438","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Sep-2021","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1248.277","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Sep-2021","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","2651.951","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Sep-2021","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","1261.796","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Sep-2021","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","48.296","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Sep-2021","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","18.181","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Sep-2021","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","230.399","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Sep-2021","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","18.479","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Sep-2021","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","60.754","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Aug-2021","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","16078.078","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Aug-2021","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","5594.298","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Aug-2021","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2293.825","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Aug-2021","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","19.84","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Aug-2021","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","1627.559","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Aug-2021","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1313.211","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Aug-2021","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","2895.923","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Aug-2021","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","1630.186","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Aug-2021","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","45.243","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Aug-2021","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","16.977","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Aug-2021","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","549.952","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Aug-2021","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","24.059","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Aug-2021","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","67.005","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Jul-2021","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","15679.6909","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Jul-2021","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","4694.66222","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Jul-2021","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2383.3276","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Jul-2021","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","123.488094","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Jul-2021","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","1612.343217","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Jul-2021","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1361.171911","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Jul-2021","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","3137.679332","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Jul-2021","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","1659.851","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Jul-2021","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","40.093","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Jul-2021","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","9.861874","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Jul-2021","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","550.374408","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Jul-2021","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","45.01828","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Jul-2021","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","61.81996","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Jun-2021","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","14361.12365","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Jun-2021","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","4222.147285","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Jun-2021","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2589.7691","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Jun-2021","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","61.34539","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Jun-2021","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","1174.199115","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Jun-2021","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1303.84056","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Jun-2021","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","2701.340793","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Jun-2021","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","1618.0585","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Jun-2021","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","49.9084","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Jun-2021","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","10.210301","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Jun-2021","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","510.75539","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Jun-2021","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","56.45481","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Jun-2021","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","63.09401","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-May-2021","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","13009.50712","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-May-2021","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","3465.45727","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-May-2021","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2618.972","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-May-2021","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","20.319193","GWh","Normal","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-May-2021","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","771.48986","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-May-2021","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1454.391295","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-May-2021","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","2828.551746","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-May-2021","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","1271.3465","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-May-2021","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","47.3884","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-May-2021","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","16.387044","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-May-2021","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","403.212039","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-May-2021","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","45.4526","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-May-2021","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","66.53917","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","30-Apr-2021","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","10480.9617","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","30-Apr-2021","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2572.581","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","30-Apr-2021","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2439.883","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","30-Apr-2021","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","0","GWh","Missing value","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","30-Apr-2021","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","147.8507","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","30-Apr-2021","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1277.923","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","30-Apr-2021","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","2571.554","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","30-Apr-2021","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","1067.087","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","30-Apr-2021","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","44.841","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","30-Apr-2021","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","22.735","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","30-Apr-2021","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","197.301","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","30-Apr-2021","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","71.182","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","30-Apr-2021","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","68.024","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","31-Mar-2021","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","8984.7968","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","31-Mar-2021","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","1740.579","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","31-Mar-2021","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","2734.387","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","31-Mar-2021","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","","GWh","Missing value","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","31-Mar-2021","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","235.123","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
"Generation of Electricity by Sector","31-Mar-2021","TS_GP_RLS_ELECGEN_M.E_006000","......5 Electricity Generation by Gas","1036.221","GWh","Normal","","60","Electricity Generation by Gas"
"Generation of Electricity by Sector","31-Mar-2021","TS_GP_RLS_ELECGEN_M.E_007000","......6 Electricity Generation by Regasification Liquefied Natural Gas(RLNG)","1892.774","GWh","Normal","","70","Electricity Generation by Regasification Liquefied Natural Gas(RLNG)"
"Generation of Electricity by Sector","31-Mar-2021","TS_GP_RLS_ELECGEN_M.E_008000","......7 Electricity Generation by Nuclear","940.155","GWh","Normal","","80","Electricity Generation by Nuclear"
"Generation of Electricity by Sector","31-Mar-2021","TS_GP_RLS_ELECGEN_M.E_009000","......8 Electricity imported from Iran","38.701","GWh","Normal","","90","Electricity Imported from Iran"
"Generation of Electricity by Sector","31-Mar-2021","TS_GP_RLS_ELECGEN_M.E_010000","......9 Electricity Generation by Mixed","169.5198","GWh","Normal","","100","Electricity Generation by Mixed"
"Generation of Electricity by Sector","31-Mar-2021","TS_GP_RLS_ELECGEN_M.E_011000","......10 Electricity Generation by Wind","86.37","GWh","Normal","","110","Electricity Generation by Wind"
"Generation of Electricity by Sector","31-Mar-2021","TS_GP_RLS_ELECGEN_M.E_012000","......11 Electricity Generation by bagasse","90.082","GWh","Normal","","120","Electricity Generation by bagasse"
"Generation of Electricity by Sector","31-Mar-2021","TS_GP_RLS_ELECGEN_M.E_013000","......12 Electricity Generation by Solar","20.885","GWh","Normal","","130","Electricity Generation by Solar"
"Generation of Electricity by Sector","28-Feb-2021","TS_GP_RLS_ELECGEN_M.E_001000",". Total Electricity Generation by all Sources","7281","GWh","Normal","","10","Total Electricity Generation by all sources"
"Generation of Electricity by Sector","28-Feb-2021","TS_GP_RLS_ELECGEN_M.E_002000","......1 Electricity Generation by Hydel","2033.93","GWh","Normal","","20","Electricity Generation by Hydel"
"Generation of Electricity by Sector","28-Feb-2021","TS_GP_RLS_ELECGEN_M.E_003000","......2 Electricity Generation by Coal","1902.98","GWh","Normal","","30","Electricity Generation by Coal"
"Generation of Electricity by Sector","28-Feb-2021","TS_GP_RLS_ELECGEN_M.E_004000","......3 Electricity Generation by High Speed Diesel (HSD)","","GWh","Missing value","","40","Electricity Generation by High Speed Diesel (HSD)"
"Generation of Electricity by Sector","28-Feb-2021","TS_GP_RLS_ELECGEN_M.E_005000","......4 Electricity Generation by Residual Fuel Oil (RFO)","77.307","GWh","Normal","","50","Electricity Generation by Residual Fuel Oil (RFO)"
